sample_ix,target_role,prob,prob_unrounded,prompt_ix,prompt_key,base_message_ix,base_message_type,token_in_prompt_ix,token,token_ix,layer_ix,role_space,seg_ix,token_in_seg_ix,original_token_in_prompt_ix
256,assistant,0.9925552,0.9925552,0,basic_no_format,3.0,assistant,256, heat,1387,12,suca,4,71,256
257,assistant,0.9780344,0.97803444,0,basic_no_format,3.0,assistant,257,",",1388,12,suca,4,72,257
258,assistant,0.6144446,0.6144446,0,basic_no_format,3.0,assistant,258, you,1389,12,suca,4,73,258
259,assistant,0.99968934,0.99968934,0,basic_no_format,3.0,assistant,259,’ll,1390,12,suca,4,74,259
260,assistant,0.9991648,0.9991648,0,basic_no_format,3.0,assistant,260, need,1391,12,suca,4,75,260
261,assistant,0.98308885,0.9830889,0,basic_no_format,3.0,assistant,261, to,1392,12,suca,4,76,261
262,assistant,0.9910087,0.9910087,0,basic_no_format,3.0,assistant,262, water,1393,12,suca,4,77,262
263,assistant,0.99941313,0.99941313,0,basic_no_format,3.0,assistant,263, more,1394,12,suca,4,78,263
264,assistant,0.99985534,0.9998554,0,basic_no_format,3.0,assistant,264, often,1395,12,suca,4,79,264
265,assistant,0.99893504,0.99893504,0,basic_no_format,3.0,assistant,265, (,1396,12,suca,4,80,265
266,assistant,0.9996294,0.9996294,0,basic_no_format,3.0,assistant,266,daily,1397,12,suca,4,81,266
267,assistant,0.9996352,0.9996352,0,basic_no_format,3.0,assistant,267, or,1398,12,suca,4,82,267
268,assistant,0.94361454,0.94361454,0,basic_no_format,3.0,assistant,268, every,1399,12,suca,4,83,268
269,assistant,0.99560934,0.99560934,0,basic_no_format,3.0,assistant,269, other,1400,12,suca,4,84,269
270,assistant,0.998637,0.998637,0,basic_no_format,3.0,assistant,270, day,1401,12,suca,4,85,270
271,assistant,0.999979,0.999979,0,basic_no_format,3.0,assistant,271,).,1402,12,suca,4,86,271
272,assistant,0.9998945,0.9998945,0,basic_no_format,3.0,assistant,272,"  
",1403,12,suca,4,87,272
273,assistant,0.99854594,0.9985459,0,basic_no_format,3.0,assistant,273,-,1404,12,suca,4,88,273
274,assistant,0.99989206,0.9998921,0,basic_no_format,3.0,assistant,274, **,1405,12,suca,4,89,274
275,assistant,0.9912218,0.9912218,0,basic_no_format,3.0,assistant,275,F,1406,12,suca,4,90,275
276,assistant,0.99970454,0.99970454,0,basic_no_format,3.0,assistant,276,ertil,1407,12,suca,4,91,276
277,assistant,0.9999981,0.9999981,0,basic_no_format,3.0,assistant,277,izer,1408,12,suca,4,92,277
278,assistant,0.999964,0.999964,0,basic_no_format,3.0,assistant,278,:**,1409,12,suca,4,93,278
279,assistant,0.99904615,0.99904615,0,basic_no_format,3.0,assistant,279, Use,1410,12,suca,4,94,279
280,assistant,0.83669126,0.83669126,0,basic_no_format,3.0,assistant,280, a,1411,12,suca,4,95,280
281,assistant,0.98725104,0.98725104,0,basic_no_format,3.0,assistant,281, balanced,1412,12,suca,4,96,281
282,assistant,0.9972184,0.9972184,0,basic_no_format,3.0,assistant,282, (,1413,12,suca,4,97,282
283,assistant,0.9999326,0.9999325,0,basic_no_format,3.0,assistant,283,e,1414,12,suca,4,98,283
284,assistant,0.97586894,0.975869,0,basic_no_format,3.0,assistant,284,.g,1415,12,suca,4,99,284
285,assistant,0.9988035,0.9988035,0,basic_no_format,3.0,assistant,285,".,",1416,12,suca,4,100,285
286,assistant,0.96220976,0.96220976,0,basic_no_format,3.0,assistant,286, ,1417,12,suca,4,101,286
287,assistant,0.99891305,0.99891305,0,basic_no_format,3.0,assistant,287,10,1418,12,suca,4,102,287
288,assistant,0.99974984,0.99974984,0,basic_no_format,3.0,assistant,288,‑,1419,12,suca,4,103,288
289,assistant,0.9969703,0.9969703,0,basic_no_format,3.0,assistant,289,10,1420,12,suca,4,104,289
290,assistant,0.9859979,0.9859979,0,basic_no_format,3.0,assistant,290,‑,1421,12,suca,4,105,290
291,assistant,0.999611,0.9996111,0,basic_no_format,3.0,assistant,291,10,1422,12,suca,4,106,291
292,assistant,0.9997382,0.9997383,0,basic_no_format,3.0,assistant,292,),1423,12,suca,4,107,292
293,assistant,0.99964535,0.99964535,0,basic_no_format,3.0,assistant,293, or,1424,12,suca,4,108,293
294,assistant,0.94604075,0.9460407,0,basic_no_format,3.0,assistant,294, tomato,1425,12,suca,4,109,294
295,assistant,0.999622,0.999622,0,basic_no_format,3.0,assistant,295,‑,1426,12,suca,4,110,295
296,assistant,0.99996626,0.99996626,0,basic_no_format,3.0,assistant,296,specific,1427,12,suca,4,111,296
297,assistant,0.99876714,0.99876714,0,basic_no_format,3.0,assistant,297, fertilizer,1428,12,suca,4,112,297
298,assistant,0.99998224,0.99998224,0,basic_no_format,3.0,assistant,298,.,1429,12,suca,4,113,298
299,assistant,0.9998361,0.9998361,0,basic_no_format,3.0,assistant,299, Start,1430,12,suca,4,114,299
300,assistant,0.9998647,0.9998647,0,basic_no_format,3.0,assistant,300, with,1431,12,suca,4,115,300
301,assistant,0.9675953,0.9675953,0,basic_no_format,3.0,assistant,301, a,1432,12,suca,4,116,301
302,assistant,0.99361056,0.99361056,0,basic_no_format,3.0,assistant,302, light,1433,12,suca,4,117,302
303,assistant,0.997978,0.99797803,0,basic_no_format,3.0,assistant,303, feed,1434,12,suca,4,118,303
304,assistant,0.9916749,0.99167484,0,basic_no_format,3.0,assistant,304, when,1435,12,suca,4,119,304
305,assistant,0.9809271,0.9809271,0,basic_no_format,3.0,assistant,305, the,1436,12,suca,4,120,305
306,assistant,0.9204667,0.9204667,0,basic_no_format,3.0,assistant,306, first,1437,12,suca,4,121,306
307,assistant,0.99834263,0.99834263,0,basic_no_format,3.0,assistant,307, true,1438,12,suca,4,122,307
308,assistant,0.98958826,0.98958826,0,basic_no_format,3.0,assistant,308, leaves,1439,12,suca,4,123,308
309,assistant,0.999826,0.999826,0,basic_no_format,3.0,assistant,309, appear,1440,12,suca,4,124,309
310,assistant,0.99994063,0.99994063,0,basic_no_format,3.0,assistant,310,",",1441,12,suca,4,125,310
311,assistant,0.9999287,0.9999287,0,basic_no_format,3.0,assistant,311, then,1442,12,suca,4,126,311
312,assistant,0.9999633,0.9999633,0,basic_no_format,3.0,assistant,312, switch,1443,12,suca,4,127,312
313,assistant,0.99167514,0.99167514,0,basic_no_format,3.0,assistant,313, to,1444,12,suca,4,128,313
314,assistant,0.7099179,0.7099179,0,basic_no_format,3.0,assistant,314, a,1445,12,suca,4,129,314
315,assistant,0.8416943,0.8416943,0,basic_no_format,3.0,assistant,315, low,1446,12,suca,4,130,315
316,assistant,0.9951139,0.9951139,0,basic_no_format,3.0,assistant,316,‑,1447,12,suca,4,131,316
317,assistant,0.9984727,0.99847275,0,basic_no_format,3.0,assistant,317,ph,1448,12,suca,4,132,317
318,assistant,0.7762243,0.7762243,0,basic_no_format,3.0,assistant,318,osph,1449,12,suca,4,133,318
319,assistant,0.9913374,0.9913374,0,basic_no_format,3.0,assistant,319,orus,1450,12,suca,4,134,319
320,assistant,0.99717027,0.99717027,0,basic_no_format,3.0,assistant,320,",",1451,12,suca,4,135,320
321,assistant,0.9989938,0.9989938,0,basic_no_format,3.0,assistant,321, high,1452,12,suca,4,136,321
322,assistant,0.99940753,0.99940753,0,basic_no_format,3.0,assistant,322,‑,1453,12,suca,4,137,322
323,assistant,0.9995504,0.9995504,0,basic_no_format,3.0,assistant,323,pot,1454,12,suca,4,138,323
324,assistant,0.911696,0.911696,0,basic_no_format,3.0,assistant,324,assium,1455,12,suca,4,139,324
325,assistant,0.9999255,0.9999255,0,basic_no_format,3.0,assistant,325, blend,1456,12,suca,4,140,325
326,assistant,0.99885464,0.99885464,0,basic_no_format,3.0,assistant,326, (,1457,12,suca,4,141,326
327,assistant,0.9978435,0.9978435,0,basic_no_format,3.0,assistant,327,e,1458,12,suca,4,142,327
328,assistant,0.9501818,0.9501817,0,basic_no_format,3.0,assistant,328,.g,1459,12,suca,4,143,328
329,assistant,0.99567866,0.9956786,0,basic_no_format,3.0,assistant,329,".,",1460,12,suca,4,144,329
330,assistant,0.9823048,0.9823048,0,basic_no_format,3.0,assistant,330, ,1461,12,suca,4,145,330
331,assistant,0.9924797,0.9924797,0,basic_no_format,3.0,assistant,331,4,1462,12,suca,4,146,331
332,assistant,0.99839365,0.9983937,0,basic_no_format,3.0,assistant,332,‑,1463,12,suca,4,147,332
333,assistant,0.99771494,0.997715,0,basic_no_format,3.0,assistant,333,10,1464,12,suca,4,148,333
334,assistant,0.99644566,0.9964457,0,basic_no_format,3.0,assistant,334,‑,1465,12,suca,4,149,334
335,assistant,0.9970106,0.9970106,0,basic_no_format,3.0,assistant,335,10,1466,12,suca,4,150,335
336,assistant,0.99986666,0.9998666,0,basic_no_format,3.0,assistant,336,),1467,12,suca,4,151,336
337,assistant,0.9987109,0.9987109,0,basic_no_format,3.0,assistant,337, once,1468,12,suca,4,152,337
338,assistant,0.9922414,0.9922414,0,basic_no_format,3.0,assistant,338, fruit,1469,12,suca,4,153,338
339,assistant,0.9920013,0.9920013,0,basic_no_format,3.0,assistant,339,ing,1470,12,suca,4,154,339
340,assistant,0.99987733,0.99987733,0,basic_no_format,3.0,assistant,340, begins,1471,12,suca,4,155,340
341,assistant,0.9999947,0.99999475,0,basic_no_format,3.0,assistant,341,.,1472,12,suca,4,156,341
342,assistant,0.99984634,0.99984634,0,basic_no_format,3.0,assistant,342, Follow,1473,12,suca,4,157,342
343,assistant,0.99266535,0.99266535,0,basic_no_format,3.0,assistant,343, label,1474,12,suca,4,158,343
344,assistant,0.999909,0.9999089,0,basic_no_format,3.0,assistant,344, instructions,1475,12,suca,4,159,344
345,assistant,0.9993431,0.9993431,0,basic_no_format,3.0,assistant,345, for,1476,12,suca,4,160,345
346,assistant,0.9973717,0.9973717,0,basic_no_format,3.0,assistant,346, mix,1477,12,suca,4,161,346
347,assistant,0.999734,0.999734,0,basic_no_format,3.0,assistant,347, ratios,1478,12,suca,4,162,347
348,assistant,0.99999833,0.99999833,0,basic_no_format,3.0,assistant,348,.,1479,12,suca,4,163,348
349,assistant,0.9996261,0.99962604,0,basic_no_format,3.0,assistant,349,"  
",1480,12,suca,4,164,349
350,assistant,0.99992,0.99992,0,basic_no_format,3.0,assistant,350,-,1481,12,suca,4,165,350
351,assistant,0.99964994,0.9996499,0,basic_no_format,3.0,assistant,351, **,1482,12,suca,4,166,351
352,assistant,0.9999964,0.9999964,0,basic_no_format,3.0,assistant,352,Other,1483,12,suca,4,167,352
353,assistant,0.99999785,0.99999785,0,basic_no_format,3.0,assistant,353, key,1484,12,suca,4,168,353
354,assistant,0.99999875,0.9999987,0,basic_no_format,3.0,assistant,354, tips,1485,12,suca,4,169,354
355,assistant,0.9999194,0.9999194,0,basic_no_format,3.0,assistant,355,:**,1486,12,suca,4,170,355
356,assistant,0.99994504,0.99994504,0,basic_no_format,3.0,assistant,356,"  
",1487,12,suca,4,171,356
357,assistant,0.9961816,0.9961816,0,basic_no_format,3.0,assistant,357, ,1488,12,suca,4,172,357
358,assistant,0.99997795,0.99997795,0,basic_no_format,3.0,assistant,358, -,1489,12,suca,4,173,358
359,assistant,0.9992312,0.9992312,0,basic_no_format,3.0,assistant,359, **,1490,12,suca,4,174,359
360,assistant,0.99740595,0.99740595,0,basic_no_format,3.0,assistant,360,So,1491,12,suca,4,175,360
361,assistant,0.99938726,0.99938726,0,basic_no_format,3.0,assistant,361,il,1492,12,suca,4,176,361
362,assistant,0.99811226,0.9981122,0,basic_no_format,3.0,assistant,362, p,1493,12,suca,4,177,362
363,assistant,0.9998528,0.9998528,0,basic_no_format,3.0,assistant,363,H,1494,12,suca,4,178,363
364,assistant,0.9998304,0.99983037,0,basic_no_format,3.0,assistant,364,:**,1495,12,suca,4,179,364
365,assistant,0.9993868,0.9993868,0,basic_no_format,3.0,assistant,365, ,1496,12,suca,4,180,365
366,assistant,0.99935114,0.9993511,0,basic_no_format,3.0,assistant,366,6,1497,12,suca,4,181,366
367,assistant,0.999622,0.999622,0,basic_no_format,3.0,assistant,367,.,1498,12,suca,4,182,367
368,assistant,0.9999952,0.99999523,0,basic_no_format,3.0,assistant,368,0,1499,12,suca,4,183,368
369,assistant,0.9999868,0.99998677,0,basic_no_format,3.0,assistant,369,–,1500,12,suca,4,184,369
370,assistant,0.99986374,0.99986374,0,basic_no_format,3.0,assistant,370,6,1501,12,suca,4,185,370
371,assistant,0.991088,0.991088,0,basic_no_format,3.0,assistant,371,.,1502,12,suca,4,186,371
372,assistant,0.9998253,0.9998253,0,basic_no_format,3.0,assistant,372,8,1503,12,suca,4,187,372
373,assistant,0.99511033,0.99511033,0,basic_no_format,3.0,assistant,373, for,1504,12,suca,4,188,373
374,assistant,0.99176794,0.9917679,0,basic_no_format,3.0,assistant,374, best,1505,12,suca,4,189,374
375,assistant,0.9994483,0.99944836,0,basic_no_format,3.0,assistant,375, nutrient,1506,12,suca,4,190,375
376,assistant,0.99937016,0.99937016,0,basic_no_format,3.0,assistant,376, uptake,1507,12,suca,4,191,376
377,assistant,0.99997807,0.99997807,0,basic_no_format,3.0,assistant,377,.,1508,12,suca,4,192,377
378,assistant,0.999998,0.999998,0,basic_no_format,3.0,assistant,378,"  
",1509,12,suca,4,193,378
379,assistant,0.9965823,0.9965823,0,basic_no_format,3.0,assistant,379, ,1510,12,suca,4,194,379
380,assistant,0.99272126,0.99272126,0,basic_no_format,3.0,assistant,380, -,1511,12,suca,4,195,380
381,assistant,0.9994085,0.9994085,0,basic_no_format,3.0,assistant,381, **,1512,12,suca,4,196,381
382,assistant,0.99844253,0.9984426,0,basic_no_format,3.0,assistant,382,Mul,1513,12,suca,4,197,382
383,assistant,0.9999944,0.9999944,0,basic_no_format,3.0,assistant,383,ch,1514,12,suca,4,198,383
384,assistant,0.99991786,0.99991786,0,basic_no_format,3.0,assistant,384,:**,1515,12,suca,4,199,384
385,assistant,0.99514115,0.99514115,0,basic_no_format,3.0,assistant,385, A,1516,12,suca,4,200,385
386,assistant,0.999134,0.999134,0,basic_no_format,3.0,assistant,386, ,1517,12,suca,4,201,386
387,assistant,0.9955142,0.9955142,0,basic_no_format,3.0,assistant,387,2,1518,12,suca,4,202,387
388,assistant,0.99967813,0.99967813,0,basic_no_format,3.0,assistant,388,–,1519,12,suca,4,203,388
389,assistant,0.97913146,0.97913146,0,basic_no_format,3.0,assistant,389, ,1520,12,suca,4,204,389
390,assistant,0.99670887,0.99670887,0,basic_no_format,3.0,assistant,390,in,1521,12,suca,4,205,390
391,assistant,0.9996436,0.99964356,0,basic_no_format,3.0,assistant,391, layer,1522,12,suca,4,206,391
392,assistant,0.9383859,0.9383859,0,basic_no_format,3.0,assistant,392, keeps,1523,12,suca,4,207,392
393,assistant,0.89996445,0.89996445,0,basic_no_format,3.0,assistant,393, soil,1524,12,suca,4,208,393
394,assistant,0.89556265,0.89556265,0,basic_no_format,3.0,assistant,394, cool,1525,12,suca,4,209,394
395,assistant,0.93099785,0.93099785,0,basic_no_format,3.0,assistant,395,",",1526,12,suca,4,210,395
396,assistant,0.81052375,0.81052375,0,basic_no_format,3.0,assistant,396, retains,1527,12,suca,4,211,396
397,assistant,0.9207607,0.9207607,0,basic_no_format,3.0,assistant,397, moisture,1528,12,suca,4,212,397
398,assistant,0.9996933,0.9996933,0,basic_no_format,3.0,assistant,398,",",1529,12,suca,4,213,398
399,assistant,0.97352475,0.9735247,0,basic_no_format,3.0,assistant,399, and,1530,12,suca,4,214,399
400,assistant,0.1747017,0.17470169,0,basic_no_format,3.0,assistant,400, reduces,1531,12,suca,4,215,400
401,assistant,0.9175504,0.9175504,0,basic_no_format,3.0,assistant,401, weeds,1532,12,suca,4,216,401
402,assistant,0.9999993,0.9999993,0,basic_no_format,3.0,assistant,402,.,1533,12,suca,4,217,402
403,assistant,0.9999962,0.9999962,0,basic_no_format,3.0,assistant,403,"  
",1534,12,suca,4,218,403
404,assistant,0.9995436,0.9995436,0,basic_no_format,3.0,assistant,404, ,1535,12,suca,4,219,404
405,assistant,0.9993522,0.9993523,0,basic_no_format,3.0,assistant,405, -,1536,12,suca,4,220,405
406,assistant,0.9969184,0.99691844,0,basic_no_format,3.0,assistant,406, **,1537,12,suca,4,221,406
407,assistant,0.9573475,0.9573475,0,basic_no_format,3.0,assistant,407,Support,1538,12,suca,4,222,407
408,assistant,0.9985594,0.9985594,0,basic_no_format,3.0,assistant,408,:**,1539,12,suca,4,223,408
409,assistant,0.895399,0.895399,0,basic_no_format,3.0,assistant,409, Stake,1540,12,suca,4,224,409
410,assistant,0.68037885,0.6803789,0,basic_no_format,3.0,assistant,410, or,1541,12,suca,4,225,410
411,assistant,0.7601516,0.76015157,0,basic_no_format,3.0,assistant,411, cage,1542,12,suca,4,226,411
412,assistant,0.9885672,0.98856723,0,basic_no_format,3.0,assistant,412, early,1543,12,suca,4,227,412
413,assistant,0.9970932,0.9970932,0,basic_no_format,3.0,assistant,413,;,1544,12,suca,4,228,413
414,assistant,0.9934109,0.9934109,0,basic_no_format,3.0,assistant,414, erect,1545,12,suca,4,229,414
415,assistant,0.88941705,0.88941705,0,basic_no_format,3.0,assistant,415,ing,1546,12,suca,4,230,415
416,assistant,0.97246087,0.97246087,0,basic_no_format,3.0,assistant,416, the,1547,12,suca,4,231,416
417,assistant,0.9659678,0.9659678,0,basic_no_format,3.0,assistant,417, support,1548,12,suca,4,232,417
418,assistant,0.40812883,0.40812883,0,basic_no_format,3.0,assistant,418, while,1549,12,suca,4,233,418
419,assistant,0.92526126,0.9252613,0,basic_no_format,3.0,assistant,419, the,1550,12,suca,4,234,419
420,assistant,0.99641347,0.9964134,0,basic_no_format,3.0,assistant,420, plant,1551,12,suca,4,235,420
421,assistant,0.6601904,0.6601904,0,basic_no_format,3.0,assistant,421, is,1552,12,suca,4,236,421
422,assistant,0.65104353,0.65104353,0,basic_no_format,3.0,assistant,422, still,1553,12,suca,4,237,422
423,assistant,0.7668756,0.7668756,0,basic_no_format,3.0,assistant,423, small,1554,12,suca,4,238,423
424,assistant,0.90114206,0.90114206,0,basic_no_format,3.0,assistant,424, makes,1555,12,suca,4,239,424
425,assistant,0.920673,0.9206731,0,basic_no_format,3.0,assistant,425, pruning,1556,12,suca,4,240,425
426,assistant,0.9326765,0.9326765,0,basic_no_format,3.0,assistant,426, easier,1557,12,suca,4,241,426
427,assistant,0.99999446,0.9999945,0,basic_no_format,3.0,assistant,427,.,1558,12,suca,4,242,427
428,assistant,0.9999749,0.99997485,0,basic_no_format,3.0,assistant,428,"  
",1559,12,suca,4,243,428
429,assistant,0.99970955,0.99970955,0,basic_no_format,3.0,assistant,429, ,1560,12,suca,4,244,429
430,assistant,0.999997,0.999997,0,basic_no_format,3.0,assistant,430, -,1561,12,suca,4,245,430
431,assistant,0.9975655,0.9975655,0,basic_no_format,3.0,assistant,431, **,1562,12,suca,4,246,431
432,assistant,0.98952854,0.9895286,0,basic_no_format,3.0,assistant,432,Pr,1563,12,suca,4,247,432
433,assistant,0.9954916,0.99549156,0,basic_no_format,3.0,assistant,433,uning,1564,12,suca,4,248,433
434,assistant,0.9987254,0.9987255,0,basic_no_format,3.0,assistant,434,:**,1565,12,suca,4,249,434
435,assistant,0.9928778,0.9928778,0,basic_no_format,3.0,assistant,435, Remove,1566,12,suca,4,250,435
436,assistant,0.66944456,0.66944456,0,basic_no_format,3.0,assistant,436, suck,1567,12,suca,4,251,436
437,assistant,0.8790578,0.8790578,0,basic_no_format,3.0,assistant,437,ers,1568,12,suca,4,252,437
438,assistant,0.96491295,0.96491295,0,basic_no_format,3.0,assistant,438, in,1569,12,suca,4,253,438
439,assistant,0.9790892,0.9790892,0,basic_no_format,3.0,assistant,439, the,1570,12,suca,4,254,439
440,assistant,0.9998191,0.9998191,0,basic_no_format,3.0,assistant,440, main,1571,12,suca,4,255,440
441,assistant,0.9943281,0.9943281,0,basic_no_format,3.0,assistant,441, vine,1572,12,suca,4,256,441
442,assistant,0.9871935,0.9871935,0,basic_no_format,3.0,assistant,442,’s,1573,12,suca,4,257,442
443,assistant,0.96640223,0.96640223,0,basic_no_format,3.0,assistant,443, first,1574,12,suca,4,258,443
444,assistant,0.7343338,0.7343339,0,basic_no_format,3.0,assistant,444, ,1575,12,suca,4,259,444
445,assistant,0.984991,0.984991,0,basic_no_format,3.0,assistant,445,4,1576,12,suca,4,260,445
446,assistant,0.9763864,0.97638637,0,basic_no_format,3.0,assistant,446,–,1577,12,suca,4,261,446
447,assistant,0.9988,0.99880004,0,basic_no_format,3.0,assistant,447,6,1578,12,suca,4,262,447
448,assistant,0.9997719,0.9997719,0,basic_no_format,3.0,assistant,448, ,1579,12,suca,4,263,448
449,assistant,0.88222253,0.8822226,0,basic_no_format,3.0,assistant,449,in,1580,12,suca,4,264,449
450,assistant,0.9408072,0.9408072,0,basic_no_format,3.0,assistant,450,ches,1581,12,suca,4,265,450
451,assistant,0.92465144,0.92465144,0,basic_no_format,3.0,assistant,451, to,1582,12,suca,4,266,451
452,assistant,0.9640531,0.96405315,0,basic_no_format,3.0,assistant,452, focus,1583,12,suca,4,267,452
453,assistant,0.99680674,0.99680674,0,basic_no_format,3.0,assistant,453, energy,1584,12,suca,4,268,453
454,assistant,0.99052584,0.99052584,0,basic_no_format,3.0,assistant,454, on,1585,12,suca,4,269,454
455,assistant,0.99768674,0.99768674,0,basic_no_format,3.0,assistant,455, fruit,1586,12,suca,4,270,455
456,assistant,0.99997354,0.99997354,0,basic_no_format,3.0,assistant,456,.,1587,12,suca,4,271,456
457,assistant,0.9999913,0.9999913,0,basic_no_format,3.0,assistant,457,"  
",1588,12,suca,4,272,457
458,assistant,0.99837154,0.99837154,0,basic_no_format,3.0,assistant,458, ,1589,12,suca,4,273,458
459,assistant,0.9999918,0.9999918,0,basic_no_format,3.0,assistant,459, -,1590,12,suca,4,274,459
460,assistant,0.991479,0.991479,0,basic_no_format,3.0,assistant,460, **,1591,12,suca,4,275,460
461,assistant,0.98601544,0.98601544,0,basic_no_format,3.0,assistant,461,P,1592,12,suca,4,276,461
462,assistant,0.9976336,0.9976336,0,basic_no_format,3.0,assistant,462,est,1593,12,suca,4,277,462
463,assistant,0.9999805,0.99998045,0,basic_no_format,3.0,assistant,463, watch,1594,12,suca,4,278,463
464,assistant,0.99879897,0.99879897,0,basic_no_format,3.0,assistant,464,:**,1595,12,suca,4,279,464
465,assistant,0.9965796,0.9965796,0,basic_no_format,3.0,assistant,465, Keep,1596,12,suca,4,280,465
466,assistant,0.93163234,0.9316323,0,basic_no_format,3.0,assistant,466, an,1597,12,suca,4,281,466
